FS_WITH_BEST_MCC	300
STEP	MCC	MCC_MIN	MCC_MAX	SENS	SENS_MIN	SENS_MAX	SPEC	SPEC_MIN	SPEC_MAX	PPV	PPV_MIN	PPV_MAX	NPV	NPV_MIN	NPV_MAX	AUC	AUC_MIN	AUC_MAX	ACC	ACC_MIN	ACC_MAX	DOR	DOR_MIN	DOR_MAX	DOR_APPROX
20	0.97076171916971776	0.9525217414074939	0.98692931703757369	0.97400000000000009	0.95533333333333337	0.9893333333333334	0.99333333333333329	0.98333333333333328	1.0	0.99428571428571433	0.98571428571428554	1.0	0.97999999999999998	0.96571428571428553	0.99142857142857144	1.0	1.0	1.0	0.98439393939393938	0.97454545454545438	0.99303030303030293	inf	inf	inf	5581.7692307692141
30	0.96742838583638446	0.95057776462782106	0.98370107694669062	0.97400000000000009	0.95533333333333337	0.9893333333333334	0.98999999999999999	0.97999999999999987	1.0	0.99095238095238092	0.98047619047619061	1.0	0.97999999999999998	0.96571428571428553	0.99142857142857144	1.0	1.0	1.0	0.98257575757575755	0.97363636363636341	0.99121212121212121	inf	inf	inf	3708.6923076923172
40	0.96398995926060094	0.94506695815766928	0.98073548722671433	0.96999999999999997	0.94999999999999996	0.9866666666666668	0.98999999999999999	0.97999999999999987	1.0	0.99095238095238092	0.98047619047619061	1.0	0.97714285714285709	0.96285714285714252	0.98857142857142866	0.996	0.98799999999999988	1.0	0.98075757575757561	0.97060606060606036	0.98969696969696952	inf	inf	inf	3200.9999999999941
50	0.96146542821766512	0.93978147764389408	0.98005246388600664	0.96333333333333326	0.94066666666666676	0.98199999999999998	0.99333333333333329	0.98333333333333328	1.0	0.99428571428571433	0.98571428571428554	1.0	0.97214285714285709	0.95571428571428552	0.98571428571428588	0.99099999999999999	0.97699999999999987	1.0	0.97924242424242425	0.96742424242424219	0.98939393939393927	inf	inf	inf	3914.6363636363308
60	0.94832026265844749	0.9218459769981151	0.9710976846043079	0.95600000000000007	0.93066666666666664	0.97866666666666657	0.98666666666666669	0.97333333333333338	0.9966666666666667	0.9876190476190474	0.97476190476190483	0.99714285714285722	0.96666666666666656	0.94809523809523799	0.98357142857142843	0.98644444444444435	0.97066666666666646	1.0	0.97227272727272718	0.95787878787878777	0.98439393939393938	inf	inf	inf	1607.8181818181877
70	0.94488183608266407	0.91814461019080285	0.96810586294132861	0.95200000000000007	0.92666666666666642	0.97666666666666657	0.98666666666666669	0.97333333333333338	0.9966666666666667	0.9876190476190474	0.97476190476190483	0.99714285714285722	0.96380952380952378	0.94499999999999973	0.98238095238095224	0.98055555555555562	0.95899999999999996	0.99666666666666659	0.97045454545454546	0.95606060606060594	0.98272727272727267	inf	inf	inf	1467.6666666666717
80	0.951312084321427	0.9251224677427865	0.97406327432428408	0.95200000000000007	0.92666666666666642	0.97666666666666657	0.99333333333333329	0.98333333333333328	1.0	0.9938095238095237	0.98380952380952391	1.0	0.96380952380952378	0.94499999999999973	0.98238095238095224	0.98155555555555551	0.9608888888888889	0.99777777777777776	0.97393939393939388	0.95984848484848484	0.98606060606060608	inf	inf	inf	2955.166666666652
90	0.951312084321427	0.9251224677427865	0.97406327432428408	0.95200000000000007	0.92666666666666642	0.97666666666666657	0.99333333333333329	0.98333333333333328	1.0	0.9938095238095237	0.98380952380952391	1.0	0.96380952380952378	0.94499999999999973	0.98238095238095224	0.97999999999999998	0.95733333333333348	0.99666666666666659	0.97393939393939388	0.95984848484848484	0.98606060606060608	inf	inf	inf	2955.166666666652
100	0.951312084321427	0.9251224677427865	0.97406327432428408	0.95200000000000007	0.92666666666666642	0.97666666666666657	0.99333333333333329	0.98333333333333328	1.0	0.9938095238095237	0.98380952380952391	1.0	0.96380952380952378	0.94499999999999973	0.98238095238095224	0.98299999999999998	0.96433333333333338	0.99666666666666659	0.97393939393939388	0.95984848484848484	0.98606060606060608	inf	inf	inf	2955.166666666652
200	0.93871423821480804	0.91534767007081086	0.96146542821766512	0.93399999999999994	0.90666666666666684	0.95933333333333337	0.9966666666666667	0.98999999999999999	1.0	0.99714285714285711	0.99142857142857121	1.0	0.94999999999999984	0.9299999999999996	0.96928571428571397	0.95999999999999985	0.93666666666666654	0.98133333333333328	0.9669696969696967	0.95424242424242389	0.97924242424242425	inf	inf	inf	4231.3030303030691
300	0.9738586340751475	0.95700801286658377	0.98761234037828149	0.97400000000000009	0.95533333333333337	0.9893333333333334	0.9966666666666667	0.98999999999999999	1.0	0.99714285714285711	0.99142857142857121	1.0	0.97999999999999998	0.96571428571428553	0.99142857142857144	0.95599999999999996	0.93000000000000005	0.9786666666666668	0.98606060606060597	0.97712121212121206	0.99333333333333329	inf	inf	inf	11201.000000000153
346	0.9738586340751475	0.95700801286658377	0.98761234037828149	0.97400000000000009	0.95533333333333337	0.9893333333333334	0.9966666666666667	0.98999999999999999	1.0	0.99714285714285711	0.99142857142857121	1.0	0.97999999999999998	0.96571428571428553	0.99142857142857144	0.95599999999999996	0.93000000000000005	0.9786666666666668	0.98606060606060597	0.97712121212121206	0.99333333333333329	inf	inf	inf	11201.000000000153
