STEP	STABILITY
1	0.8547151730257271
2	0.8385033261300167
3	0.8178721060431695
4	0.8000751383399552
5	0.783711418342336
6	0.7644519960333821
7	0.7462814421903302
8	0.7307711722219892
9	0.7177966755289648
10	0.7059028842336955
20	0.6307800442941335
30	0.5992280096782158
40	0.5844552881747697
50	0.5757468978329452
60	0.5699591863097714
70	0.5657394660054436
80	0.562366501681702
90	0.559218345770888
100	0.5559200738305421
200	0.5050714552839245
300	0.5133923205323215
346	0.523460807288612
