0.3015	0.3015	0.3015	0.3015	0.7071	0.7071	0.7071	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8452	1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000	0.7071	0.7071	0.7071	0.7071	0.7071	0.7071	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.5164	0.8281	0.8281	0.6708	0.6708	0.6708	0.8281	0.8281	0.8281	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	1.0000	1.0000	1.0000
0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.3464	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000	0.4472	0.4472	0.4472	0.4472	0.4472	0.4472	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.0000	0.6708	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.5164	0.6708	0.6708	0.6708	0.6708	0.6708	0.6708	0.6708	0.6708	0.6708	0.8281	0.8281	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.3464	0.5164	0.5164	0.5164	0.6708	0.6708	0.6708	0.6708	0.6708	1.0000	0.8333	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.3015	0.3015	0.7071	0.7071	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8452	0.8452	0.8452
0.0000	0.8452	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.3464	0.5164	0.6708	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.0000	0.6708	0.6708	0.8281	0.8281	0.8281	0.8281	0.8281	0.8281	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8281	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
