STEP	STABILITY
1	0.9988050872522792
2	1.000382434422503
3	0.9998497669345167
4	1.0000037848304273
5	0.9998600016466408
6	0.9997844216919533
7	0.9997597319420032
8	0.9996529446203963
9	0.9995993608699302
10	0.999650252215802
20	0.999835901433103
30	0.9999390313933715
40	0.9998415011536295
50	0.999452241734141
60	0.9989954097242659
70	0.9987953725892793
80	0.9987162313227407
90	0.9986387774908944
100	0.9985949087280899
200	0.9989495857864967
300	0.9992671071136062
346	0.999267308749844
